to	~쪽으로, ~에게
be scant of	~이 부족한, ~이 결여된
convenient	편리한
ambiguous	모호한, 확실치 않은
adventure	모험, 위험을 무릅쓰다
Arctic	북극지방의, 북극
spirit	정신, 영혼
gracious	품위 있는, 친절한
heaven	하늘, 천국
evident	분명한, 명백한
either	어느 한 쪽(의)
rubber	고무
focus	초점(맞추다)
blizzard	눈보라, 폭풍설
quickly	빠르게
tough	질긴, 불굴의
sensitive	민감한, 예민한
global	세계적인, 구형의
figure out	해결하다, 이해하다
brave	용감한(하다), 용사
keep up with	뒤지지 않다, 따라가다
roam	배회(하다)
vehicle	탈 것
rate	비율, 평가하다
productive	생산적인, 생산하는
pollute	요염시키다
solitary	혼자의, 외로운
ill	고난, 병(의), 나쁘게
dairy product	유제품
garbage	쓰레기
misery	고통, 비탄
imitate	모방하다
vertically	수직으로, 직각으로
delicious	맛있는
semester	반년간, 학기
deliver	배달하다, 넘기다
overseas	해외의, 해외로
spur	박차를 가하다, 자극하다
support	지탱, 원조(하다)
underestimate	과소평가하다, 경시하다
argument	논증, 말다툼
provide	공급하다
endeavor	노력하다, 애쓰다
increase	증가(하다)
unify	통일하다
shed	흘리다, 떨어지다
refer	조회하다, 언급하다
political	정치적인, 정략적인
volunteer	지원자(의)(하다)
cabinet	내각
difference	다름
data	자료, 정보
wounded	다친
typical	전형적인
stomachache	위통, 복통
spill	엎지르다, 유출
prejudiced	편파적인, 불공평한
regret	후회(하다)
verify	입증하다, 확증하다
suppress	억압하다, 금지하다
correction	수정, 첨삭
wisdom	지혜
drawback	결점, 장애
pain	고통(주다)
immerse	담그다, 열중시키다
grade	등급, 학년
worthy	가치 있는, 훌륭한
discover	발견하다
be about to	막 ~하려 하다
leisure	자유시간, 여가(의)
apart from	~은 별도로
philosophy	철학
in charge	책임지고 있는
neither A nor B	A, B 둘 다 아니다
journalism	저널리즘, 언론
be eager to	~에 간절히 열망하다
rather	오히려, 상당히
policy	정책, 방침
boast	자랑하다, 뽐내다
tremendous	놀라게 큰
conceal	은닉하다, 숨기다
bill	계산서, 지폐
ability	능력
consider	간주하다, 고려하다
calculation	계산, 예상
reliable	믿을 수 있는
defect	결점, 흠
illogical	비논리적인
pollutant	오염물질
extensive	넓은, 대규모의
pill	알약(으로 만들다)
twinkle	반짝이다, 빛남
consequently	결과적으로, 따라서
advertisement	광고, 통지
sparkle	불꽃(을 튀기다)
bitter	쓴, 고통스러운
thin	여윈
various	다양한
dye	염료, 물들이다
embrace	포옹하다, 껴안다
commerce	상업, 교역
courage	용기, 담력
slender	호리호리한
scary	겁 많은
obstruction	방해, 장애(물)
registration	기재, 등기 우편
gradually	차차
curious	호기심이 강한
recently	요즈음
saint	성인, 군자
employee	종업원
income	수입
appetite	욕망, 기호
carry out	실행하다
habitat	서식지, 거주지
indifferent	무관심한, 중립의
temporary	일시적인, 잠시의
loosen	늦추다
slum	빈민굴
though	~이기는 하지만
scholarship	학문, 장학금
avoid	피하다
proportion	비율, 균형
aloud	소리 내어, 큰 소리로
impact	충격, 강한 영향을 주다
match	짝, 경기, 필적하다
greedy	탐욕스러운
labor	노동(력)
suitable	적합한, 어울리는
phychology	심리학
handicapped	심신 장애의
attendant	수행원, 출석한
arrangement	정돈, 협정
attendance	출석, 시중
religious	종교의, 겅건한
contain	포함하다
mission	사절, 사명
foreign	해외의
pass the exam	시험을 통과하다
procedure	진행, 절차
incorrect	부정확한
heroine	여걸, 여주인공
inquire	묻다, 조사하다
bear	낳다, 참다
mess	혼란, 망쳐 놓다
wreck	난파(시키다)
destroy	파괴하다
declare	선언하다, 신고하다
fix	고치다, 확정하다
fat	지방
occur	발생하다, 머리에 떠오르다
nurture	기르다, 영양공급하다
cathedral	대성당
utility	유용, 효용
complain	불평하다, 호소하다
execute	실행하다, 처형하다
pressure	압력, 압박(을 가하다)
permit	허가하다
marginal	주변의, 한계의
unless	~이 아니면, ~을 제외하면
rip	찢다, 찢음
moderation	알맞음, 중용
local	지방의, 장소의
gravity	중력, 엄숙함
compassionate	동정심 있는
observe	관찰하다, 준수하다
region	지방, 영역
burden	부담(지우다)
astrology	점성학, 점성술
expedition	탐험대, 원정여행
considerate	이해심이 있는, 생각이 깊은
brain	두뇌, 지력
popularize	대중화하다, 보급시키다
wig	가발 장식
import	수입(하다)
surround	둘러싸다, 환경
normalize	표준화하다, 정상화하다
selfish	이기적인
fleamarket	벼룩시장
discriminate	구별하다, 차별하다
organize	조직하다, 정리하다
thrive	번성하다, 번영하다
novel	소설, 새로운
rhyme	압운(을 맞추다), 시를 짓다
jealous	질투심 많은
bough	큰 가지
poem	시
ape	유인원, 흉내내다
channel	해협, 채널, 수로를 열다
factual	사실에 입각한
calm	고요(한)(하게 하다)
meter	계량기(로 재다), 미터
shout	외치다, 환호(하다)
uniform	제복
sensible	분별있는, 느낄 수 있는
qualification	자격부여, 면허
preview	예습, 시사회(하다)
vanity	허영심, 허무함
impress	날인(하다), 인상을 주다
argue	논쟁하다
preservation	보존, 보호
adolescence	사춘기
curiosity	호기심
chore	허드렛일
fingernail	손톱
duty	의무
reach	도달하다, 세력범위
crossroad	교차로
organ	자기, 기관
responsible	책임 있는
establish	설립하다, 제정하다
environment	환경
comparison	비교, 유사
run out of	다 써버리다, 바닥나다
spice	양념, 풍미
extent	넓이, 범위
stingy	인색한, 톡쏘는
loyal	충성스러운, 애국자
complicated	복잡한
gleam	번득임, 번득이다
absurd	불합리한, 터무니없는
envy	질투, 선망(하다)
fixed	고정된, 확고한
alien	외국인(의), 외래의
marine	바다의, 항해의
horizon	지평선
rob	강탈하다, 빼앗다
essence	본질, 정수
wholesome	건전한, 신중한, 안전한
accordingly	따라서, 그러므로
fragment	파편, 부서지다
abrupt	뜻밖의, 돌연한
fold	접다, 포개다, 주름
fault	결점, 실수
decent	예절바른, 상당한
seize	붙잡다, 꽉 쥐다
advance	나아가게 하다, 촉진시키다
drip	똑똑 떨어지다, 똑똑 떨어짐
magnet	자석, 자철
bug	곤충(잡다), 버그
spoil	더럽히다, 상하게 하다
unforgettable	잊을 수 없는
forecast	예상, 예보(하다)
artificial	인공의, 모조물
cherish	소중히 하다, 품다
intelligence	이성적인, 지적인
nightmare	악몽, 가위눌림
misuse	오용하다, 잘못 사용하다
permanent	영속하는, 불변의
destruction	파괴, 파멸
swallow	마시다, 삼킴, 제비
fatal	치명적인
put up with	~을 참다
recipe	조리법, 처방
nod	끄덕(이다), 명령(하다)
soak	적시다, 흡수하다, 담금
mental	마음의, 정신적인
meadow	목초지
conversion	전환, 개조
taboo	금기(의)(하다)
press	누르다, 인쇄
mosquito	모기
consonant	자음, ~와 일치하는
poison	독(을 넣다)
survival	생존(의), 생존자
opportunity	기회
province	주, 영역
raw	날것(의), 미숙한
prohibit	금하다, 방해하다
nausea	메스꺼움, 혐오
spicy	양념을 넣은, 흥취있는
insult	모욕(하다)
admire	감탄하다
publish	발표하다, 발행하다
mend	수리하다, 고치다
awkward	어색한, 서투른
description	묘사, 설명
portrait	초상(화), 생생한 묘사
merchandise	상품, 매매하다
noodle	국수
anywhere	어디에나
loose	풀린, 느슨하게
bud	싹(트다)
wipe out	지우다
murder	살인, 살해하다
creep	기다, 살며시 들어가다
airtight	밀폐된, 빈틈 없는
pity	동정(하다), 유감스러운 일
partial	일부분의, 불공평한
stubborn	완고한, 고집 센
fabulous	전설상의, 거짓말같은
professional	전문의, 전문직업가
distinct	별개의, 뚜렷한
rotten	썩은
solution	해결, 용해
show off	뽐내다, 자랑하다
at the moment	지금, 현재
medial	중간의, 보통의
break down	고장나다, 무너지다
mass media	대중 전달 매체
unable	불가능한
by the medium of	~을 통해서
exceptional	예외적인, 특별한
mainly	주로
rigorous	엄격한, 혹독한
chief	우두머리, 주요부
tiny	작은, 조그마한
moral	도덕의, 교훈적인
raft	뗏목(을 엮다, 으로 건너다)
rescue	구조하다, 구출하다
genius	천재, 비범한 재능
wipe	닦아 내다, 닦음
suggestion	연상, 제안
autobiography	자서전
amount to	총계가 ~에 달하다
original	최초의, 고유의
properly	적당히, 올바르게
prevailing	세력있는, 유행하는
result	결과, 성과
flee from	~로부터 도주하다, 도망가다
confidential	기밀의, 신임이 두터운
devise	궁리하다, 고안하다
confidence	신임, 신뢰
adopt	채택하다, 입양하다
concentrative	집중적인, 골몰하는
shortcut	지름길
acceptable	받아들일 수 있는
silly	어리석은
mere	단순한, 보통의
surgeon	외과의사
trap	덫, 덫으로 붙잡다
cultivate	경작하다, 재배하다
antonym	반의어
due to	~때문에, ~덕분에
cancer	암, 게자리
pride	자존심, 만족
means	방법, 수단, 재산
dizzy	어지러운, 현혹시키다
represent	나타내다, 대표하다
mutual	상호간의, 공동의
particular	특별한, 상세
cute	귀여운, 영리한
comb	빗(질하다)
breathe	숨쉬다, 호흡하다
injure	상처를 입히다, 손상시키다
trace	자취, 밝혀내다
despise	경멸하다, 혐오하다
flame	불꽃, 화염
receive	받다
defer	연기하다, 미루다
lean	기대다, 경사, 여윈
aquatic	물 속의, 수생 생물
extinct	단절된, 멸종된
deter	그만두게 하다, 단념시키다
volcano	화산, 분화구
interpret	해석하다, 통역하다
deny	부정하다, 거절하다
preach	설교하다, 전도하다
spectacle	광경, 장관
consist	~으로 이루어져 있다, 공존하다
extend	펴다, 연장하다
common sense	일반 상식
telephone directory	전화번호부
guilty	유죄의, 저지른
extravagant	낭비하는, 지나친
be covered with	~로 덮여 있다
either A or B	A, B 둘 중 하나
substitute B for A	A를 B로 대체하다
thru the medium of	~을 매개로
make up for	보상하다, 보충하다
immigrate	이주시키다
impatient	참을성 없는
imply	함축하다, 암시하다
import	수입(하다)
impose	부과하다 impose A on B : B에게 A를 부과하다, 지우다
impress	감동시키다
improve	향상하다, 향상시키다
impulse	충격, 자극
incentive	자극적인, 자극
incident	: 사건
include	포함하다
income	수입
incomplete	불완전한
increase	증가(하다)
incredible	믿을 수 없는
independent	독립심이 강한
indicate	지시하다, 나타내다
indifferent	무관심한
indispensable	필수의, 꼭 있어야 하는
individual	개인의, 각각의 개인
industry	산업
inevitable	피할 수 없는
infamous	악명 높은
infant	유아
infect	감염시키다
infer.. from ~	..을 ~로부터 추론하다
be inferior to~	~보다 열등하다
infinite	무한한, 막대한
inflation	통화 팽창
inflict.. on ~	..을 ~에게 입히다
abandon	버리다, 포기하다
abide by~	~을 지키다
able	할 수 있는, 능력 있는 be able to
abnormal	비정상적인
abolish	폐지하다, (=do away with~)
abound in~	~이 풍부하다
absence	결석, 부재
absolute	절대의, 전적인 absolutely: 전적으로
absorb	흡수하다
absurd	부조리한, 불합리한
abundant	풍부한
abuse	남용하다, 학대하다, 남용, 학대
academic	학구적인, 학원의
accept	받아들이다, 수락하다
abstract	추상적인, 요약하다
access to ~	~에 대한 접근
accompany	동반하다, 수반시키다
accomplish	성취하다, 이루다
account	계산, 이유, (for~: ~을 설명하다)
accumulate	쌓다, 모으다, 축적하다
accuracy	정확성
accuse ... of ~	..을 ~로 비난하다
ache	아프다, 아픔
achieve	이루다, 달성하다
acknowledge	인정하다
acquaint .. .with ~	...에게 ~을 알리다
acquire	얻다, 습득하다
act	행위, 조례. 행동을 하다
activate	활성화하다
acute	날카로운, 민감한
adequate	충분한
adapt	적응시키다,
adhere to~	~에 집착하다
adjust to~	~에 적응하다
admire	찬탄하다, 칭찬하다
admit	인정하다, 시인하다
adolescent	청소년기(의)
advance	진보하다, 진보, in advance: 미리
advantage	이익, 우세
adventure	모험
adverse	반대의
advertize	광고하다
affect	영향을 미치다,
adopt	채택하다, 양자로 삼다
affection	애정
affirmative	긍정적인
afford to ~	~할 수 있다
aggressive	공격적인
agriculture	농업
aid	도움, 원조, 돕다
alarm	놀라게 하다, 경보
alert	방심 않는
allergic	알레르기의 (to~)
allow	허락하다 allow 목적어 to R~
alter	개조하다, 바꾸다
altitude	고도, 높이
ambition	야망
amaze	놀라게 하다
amount	총계, 양, 총계가 .. 에 달하다
amuse	즐겁게 하다
analyze	분석하다
ancestor	조상
announce	알리다, 발표하다
annoy	괴롭히다, 짜증나게 하다
anticipate	예상하다, 기다리다,
anxiety	걱정
apologize	사과하다
apparent	확실한
appeal to~	~에게 호소하다
appear	나타나다, ~처럼 보이다
appetite	식욕
apply	for~: ~에 지원하다, to~: ~에 적용되다
appointment	약속
appreciate	감상하다, 감사하다
appropriate	적절한
approach	접근하다, 다가가다
approve	승인하다, 찬성하다
approximate	대략의, 근접한
aptitude	적성
argue	논쟁하다, 주장하다
arise	일어나다, 생기다
arrange	정리하다, 조정하다
arrest	체포하다
arrogance	거만함
article	기사, 조항
artificial	인공의, 인위적인
be ashamed of~	~을 부끄러워하다
aspect	관점, 양상
assume	추측하다, assumption: 가정
assure	안심시키다
astonish	놀라게 하다
astronomy	천문학
athlete	운동선수
atmosphere	대기, 분위기
attach	붙이다 attach A to B: A를 b에 붙이다
attack	공격하다
attend	출석하다, 시중하다
attempt	시도(하다)
attitude	태도
attract	끌어당기다, 마음을 끌다
audience	청중, 관중
author	작가
autograph	자필, 사인
automatic	자동의
automobile	자동차
available	이용할 수 있는, 손에 넣을 수 있는
average	평균(의)
avoid	피하다
be accustomed to~	~에 익숙하다
alternative	대안, 양자 택일
awaken	깨우다, 자각시키다
aware	알고 있는 be aware of ~: ~을 알다
award	상, 수여하다
await	기다리다
awful	두려운, 안 좋은
baggage	수화물
balance	균형, 잔고, 균형을 잡다
bald	대머리의
bare	벌거벗은,
barren	불모의, 임신을 못하는
barrier	장벽, 장애물
barter	물물 교환하다
be based on~	~에 기초하다
bear	참다, 나르다. 마음에 품다, 아이 낳다
beard	턱수염
beg	구걸하다, 애원하다
believe	믿다
belong to ~	~에 속하다
bend	구부리다
behave	행동하다, 예의 바르게 행동하다
benefit	이익, .. 의 이익이 되다
besides	게다가
bet	내기, 내기하다, 보증하다,
betray	배반하다
bill	계산서, 청구서, 법안
bind	묶다, 구속하다
biography	전기
biology	생물학
birth	출생
bitter	쓴, 신랄한
blame	나무라다, .. 의 탓으로 돌리다
bleed	피를 흘리다
bite	물다
blend	섞다, 혼합하다
blind	눈 먼
blink	눈을 깜박이다, 깜박임
block	장애물, 블록. 막다
blond	금발인
bloom	꽃, 개화, 꽃이 피다
blow	바람이 불다, 강타
blossom	꽃, 꽃이 피다
blunder	대 실수, 실수를 범하다
blush	얼굴을 붉히다
blank	공백의, 빈
but	~을 제외하고
boast of...	..을 자랑하다
boil	끓다, 끓이다
bold	대담한
book	예약하다
border	경계, 국경선, 접경하다
botanist	식물학자
bother	괴롭히다
bounce	튀다, 바운드 시키다
bound	경계, 경계를 이루다.
bow	활, 머리를 숙이다
brand	상표, 품질
breakdown	고장, 쇠약
brief	간략한
bring about	야기하다
brilliant	훌륭한
broad	넓은
brochure	소책자
burden	짐, ..에게 짐을 지우다
burst	터지다, 파열시키다
bury	묻다
calculate	계산하다
call off	취소하다
calm	조용한, 고요한
campaign	캠페인, 운동에 참가하다
cancel	취소하다
cancer	암
candidate	입후보자
capability	능력, 가능성
capture	사로잡다
care	걱정, 근심, 돌봄, 걱정하다, 돌보다
career	경력, 직업
carve	새겨 넣다
case	경우, 사전
cash	현금, 현금으로 바꾸다
cast	던지다, 던지기
casual	우연한, 약식의
category	범주
cause	야기 시키다
caution	주의
celebrate	축하하다
certainty	확실함
charity	자비, 자선
characteristic	특징, 특징적인
charge	부담시키다, 고발하다, 짐, 부담, 요금
chat	잡담하다, 이야기하다
cheer	환호, 갈채
chemical	화학의
cherish	소중히 하다
chilly	차가운, 냉담한
choke	질식시키다, 막히게 하다
choice	선택
chop	자르다
chore	허드렛일
circulate	돌리다, 순환시키다
circumstance	상황, 처지
cheat	속이다, 바람 피우다
citizen	시민
civil	시민의, 예의 바른
claim	요구하다, 요구, 청구
classify	분류하다
clear	명확한
cling to~	~에 집착하다
clue	단서
clumsy	서투른, 솜씨 없는
collapse	붕괴하다
collide	충돌하다
comedy	희극
comfort	위안
command	명령(하다)
comment	짧은 논평, 논평하다
commerce	상업
commit	범하다
common	일반적인, 흔한
commonplace	일반적인
communicate with~	~와 의사 소통하다
community	지역 사회
company	회사, 친구
compare	비교하다
compensate	보상하다, 갚다, (for~)
compete	경쟁하다
competent	유능한, 자격이 있는
complete	완전한, 완성하다
complain	불평하다
complex	복잡한, 강박관념, 복합체
compliment	칭찬
compose	구성하다, 작곡하다
comprehend	이해하다
comprise	포함하다, 구성되다
compromise	타협하다
conceal	숨기다.
concentrate on~	~에 집중하다
concept	개념
concern	관심, 걱정, .. 에 관계하다
conclude	결론짓다
conduct	행동하다
confident	자신감 있는
confine	제한하다, 한정하다
confirm	확실히 하다, 승인하다
conflict	투쟁하다, 투쟁
confuse	혼동시키다
congratulate	축하하다
connect	연결하다, 연결되다
conquer	정복하다
conscience	양심
be conscious of~	~을 인식하다
consent	동의하다, 승낙하다
consequence	결과
conserve	보존하다
consider	고려하다, 생각하다
consist of~	~로 구성되어지다
constant	계속되는
constitute	구성하다, 조직하다
construct	건설하다
consult	.. 의 의견을 듣다, 의논하다
consume	소비하다, 낭비하다
contact	접촉, 연락하다
contain	포함하다
contaminate	오염시키다, 더럽히다
contemporary	동시대의 (사람)
content	내용물, 만족,
continue	계속하다
contract	계약하다, 수축시키다, 계약
contradict	반박하다
contrary	반대의, 모순된
contribute to ~	~에 공헌하다
control	통제(하다) 지배
convenience	편리함
cooperate	협동하다
correspond	교신하다, to ~: 에 상당하다
cost	가격, 비용이 들다
corrupt	타락한, 타락시키다
counsel	의논, 상담, 상담하다
count	계산하다, 세다, 중요성을 지니다
costly	값이 비싼
counter	계산대, 반대의
courage	용기
courtesy	예의
cover	덮다, 취재하다, 포함하다
correct	옳은, 정확한, 바로잡다
crash	충돌(하다)
create	만들다, 창조하다
convince	확신시키다 convince A of B
credit	신용, 영예, 학점
crime	범죄
crisis	위기
criticize	비평하다, 비난하다
crucial	중요한, 결정적인
crude	가공하지 않은,
cruel	잔인한
cultivate	경작하다, 재배하다
culture	문화, 재배하다, 교화하다
cure	치료하다, 치료
curious	호기심 있는
currency	화폐, 유통
custom	관습, customs 세관, 관세
cute	귀여운
cynical	냉소적인
danger	위험
deal	다루다 (with) 장사하다, 거래, 협정
debate	토론, 토론하다
deceive	속이다, 기만하다
declare	선언하다, 신고하다
decline	기울다, 떨어지다
decorate	장식하다
dedicate	헌신하다
decrease	감소, 감소하다
defect	결점, 결함,
defend	방어하다, 지지하다
define	정의를 내리다
definite	명백한
decay	썩다, 썩이다
debate	토론, 토론하다
date	날짜, 만날 약속, ... 와 데이트하다
delay	연기하다, 늦어지다, 연기
deliberate	신중한, 숙고하다
delicate	섬세한
delight	기쁨, 기쁘게 하다
curly	곱슬머리의
deliver	배달하다
demand	요구하다, 요구
demonstrate	설명하다, 증명하다, 시위하다
deny	거절하다
dense	밀집한, 조밀한
dental	치과의
depart	떠나다, 출발하다
depict	묘사하다
deplete	소모시키다, 비우다
deposit	두다, 아래에 놓다
depress	풀이 죽게하다, 불경기로 만들다
deprive	박탈하다
descend	내려가다
describe	묘사하다
desert	사막, 황무지, 버리다, 도망하다
design	설계, 설계하다, 계획
desire	바라다, 원하다, 욕망
desperate	절망적인, 필사적인
despise	경멸하다
destination	목적지
destroy	파괴하다
detail	세부, 상술하다
detect	감지하다, 발견하다
deserve	.. 할 가치가 있다, .. 될 자격이 있다
deteriorate	나쁘게 하다, 열등하게 하다,
determine	결심하다
devastate	황폐화시키다
develop	발전하다, 발전시키다
devise	고안하다, 궁리하다
devote	바치다
differ from~	~과 다르다
difficulty	어려움
digest	소화하다
dignity	위엄
dilemma	딜레마
diligent	근면한
dime	10 센트
diminish	줄다, 감소시키다
diplomacy	외교, 외교 수완
direct	감독하다, 향하게 하다, 직접의
disadvantage	불리,
disappoint	실망시키다
disaster	재난
discern	분별하다
discharge	짐을 내리다, 방출하다, 발사하다
discipline	훈련, 규율, 훈련하다
discount	할인, 할인하다
discover	발견하다
discriminate	차별하다
discuss	토론하다
disease	병
disgrace	불명예
disguise	가장, 변장, 가장하다
disgust	혐오, 혐오스럽게 하다
dispense with	.. 없이 지내다
display	전시(하다)
dispose of	..을 처분하다, 처리하다
dissimilarity	차이점, 상이점
dissolve	용해하다, 분해하다
distress	걱정, 괴롭히다
distribute	분배하다
disturb	방해하다
diverse	다양한, 각양각색의
divide	나누다
dizzy	어지러운
do without~	~없이 지내다
domestic	국내의
dominate	지배하다
donate	기부하다
double	두 배의, 두 배로, 두 배로 하다
drive	운전하다, .. 한 상태가 되게 하다
dress	옷을 입히다, 의복, 옷
district	지역
drown	익사하다
drift	표류(하다)
due	만기가 된, .. 할 예정인 due to: ~에 기인한
duty	의무, 책임, 관세
dwell	거주하다, 살다
eager	열망하는, 간절한 be eager to
earnest	성실한, 진지한, 중대한
easygoing	같이 지내기 쉬운, 태평한
ecologist	생태학자
economy	경제
effect	효과, 영향
edge	가장자리, 모서리, 강점
efficient	능률적인, 효율적인
elaborate	정성 들여 만들다, 정교한, 공들인
be dying to~	몹시 ~하고 싶어하다
electric	전기의
elect	선출하다, 선거하다
elegance	우아
be eligible for~	~할 능력이 있다
eliminate	제거하다
embarrass	당황하게 하다
embrace	포옹하다, 받아들이다
emerge	나타나다
emigrate	타국으로 이주하다
eminent	눈에 띄는
emit	발하다, 방출하다
emotion	감정
emphasis	강조(하다)
employ	고용하다
enclose	둘러싸다, 에워싸다
encounter	만나다
endanger	위험에 처하게 하다
endure	참다, 견디다
energy crisis	에너지 위기
enforce	강요하다
engage	약속하다, 종사하다
enhance	향상시키다, 높이다
enormous	막대한, 거대한
ensure	확실하게 하다
entertain	즐겁게 하다, 받아들이다
enthusiastic	열광적인
entire	전체의
be entitled to~	~할 자격을 받다
entrance	입구, 출입
envious	부러워하는
environment	환경
envy	부러워하다
epoch	신기원
be equal to~	~와 동등하다
equation	평균, 등식
equip	갖추다, 설비하다
error	실수
erupt	분출하다
be essential to~	~에 필수적이다
establish	성립하다
estimate	평가하다, 어림잡다, 견적, 판단
eternal	영구적인
ethnic	민족의, 인종의
evaluate	평가하다
evaporate	증발하다, 증발시키다
even	평평한, 짝수의 , 더욱, .. 조차
eventually	결국
evidence	증거
evolve	진화하다, 진화시키다
exaggerate	가장하다
examine	조사하다
excel	능가하다
exceptional	예외 적인
excess	초과, 과잉
exchange	교환하다
excite	흥분시키다
exclaim	소리치다, 외치다
exclude	배제하다
exercise	운동(하다)
exert	힘을 쓰다, 발휘하다
exhaust	지치게 하다
exhibit	전시하다, 전시
exotic	이국적 정취가 나는
expand	넓히다, 확장하다
expel	추방하다, 쫓아 버리다
expense	비용
experiment	실험(하다)
expert	전문가
explode	폭발하다
export	수출(하다)
expose .. to ~	..를 ~에게 노출시키다
express	표현하다, 명백한, 속달
extend	뻗다, 늘이다, 확장하다
extinct	멸종한, 불이 꺼진
ethics	윤리학
examine	조사하다
extinguish	불을 끄다
extreme	극단의, 끝의
fable	우화
face	얼굴, 직면하다
frost	서리, 서리로 덮다
fight for~	~을 위해 싸우다
facility	시설
factor	요인, 원인
fade	사라지다
fair	공정한, 살결이 흰, 박람회
faith	믿음
false	가짜의
familiar	익숙한
famine	기아
fancy	공상, 화려한, 공상하다
fantastic	환상적인, 공상적인
fascinate	매료시키다
fashion	유행, 방식
fasten	매다
fate	운명
faint	희미한, 실신하다
fatigue	피로
fault	실수
favor	호의 부탁
feature	특징
feed	먹이다
fertile	비옥한, 번식력 있는
festive	축제의, 즐거운
fever	열병
fiber	섬유(질)
fierce	흉포한, 맹렬한
figure	모양, 숫자, ..라고 생각하다 out..을 이해 하다
fill	채우다
finance	재정
fine	벌금(을 내다)
firm	굳은, 단단한, 굳게 하다
fit	꼭 맞는, 유능한, .. 에 맞다, 적합하다
fix	고치다, 고정시키다, 식사를 준비하다
flatter	아첨하다
flight	비행
float	뜨다
flow	흐르다
flu	감기
fluency	유창함
focus on~	~에 집중하다, ~에 대한 집중
fold	접다
forbid	금지하다 forbid O to R~
force	힘, 강요하다 force O to R~
fortune	운, 재산
fossil	화석
foster	기르다, 양육하다
found	설립하다
free	자유로운, 자유롭게 하다
frequency	빈번, 빈도
frighten	두려워하게 하다
frustration	좌절
fulfill	성취하다
function	기능(하다)
fundamental	기본적인
furious	화가 난
furnish ~ with ....	~에게..을 공급하다
furthermore	더군다나
fuzzy	흐린, 명확하지 않은
gain	얻다, 시간이 더가다, 증가
gallery	화랑, 미술간
gap	차이
garbage	쓰레기
gather	모으다, 모이다
gaze at~	~을 응시하다
generalize	일반화시키다
considering ~	~을 고려해보면
generate	생성하다, 낳다
generous	관대한
genetic	유전학적인
genuine	진짜의
geography	지리, 지리학
germ	세균
gesture	몸짓, 제스처
get on with~	.. 와 사이좋게 지내다
give in	제출하다, 굴복하다, 양보하다
glare	번쩍이는 빛, 현란함
global	지구의, 전 세계적인
gloomy	우울한
go through~	~을 겪다
grab	잡다, 잡기,
gradual	점진적인
graduate from~	~로부터 졸업하다
grand	웅장한, 거대한
grateful	감사하는
greenhouse effect	온실 효과
graceful	우아한
greed	욕심
grief	슬픔, 비탄
guarantee	보증, 보증하다
guide	안내하다, 안내
guilty	유죄의 be guilty of~: ~에 유죄이다
hand over	넘겨주다
handicapped	장애인의
handle	다루다, 취급하다
hardship	역경, 고난
harm	해, 손해, 상하게 하다
harmonious	조화로운
haste	급함, 신속
harsh	거친, 가혹한
hasten	서두르다, 재촉하다
heal	치료하다
heredity	유전
hesitate	망설이다. hesitate to R~: ~할 것을 망 설이다
history	역사
honor	명예, 존경하다
horizon	수평선, 지평선
horrible	끔직한, 무서운
hospitable	호의적인
hostile	적대적인
hug	껴안다, 포옹
humanity	인류, 인간성
huge	거대한
humble	겸손한
humid	습기 찬
humiliate	모멸감을 주다
humor	유머
identify	확인하다, 동일시하다
ignore	무시하다
ill-treat	냉대하다
illusion	환상
imagine	상상하다
imitate	흉내내다
immature	미숙한
immediate	즉시의, 당면한
influence	영향, 영향을 미치다
. of ~	.. 에게 ~을 알리다
ingenious	기발한, 영리한
inhabit	. 에 살다
inherit	상속하다, 유전하다
inhospitable	냉대하는
inhuman	비인간적인
injure	상처를 입히다
innocent	순진한, 죄없는
inquire	질문하다, 문의하다
insane	미친
insert	삽입하다
insight	통찰력
insist	주장하다
inspect	조사하다, 검사하다
inspire	영감을 주다 inspiration: 영감
instability	불안전성
install	설치하다
instance	예, 보기
instinct	본능, 천성
instruct	가르치다
insult	모욕, 모욕하다
intellect	지성, 지력
intelligence	지성, 지혜
intend to R~	~할 것을 의도하다
intense	강렬한
interest	이자, 관심
interfere with~	~를 방해하다
internal	내부의
interpret	해석하다
interrupt	방해하다, 중단시키다
intimate	친밀한
intolerable	참을 수 없는
invade	침입하다
invaluable	소중한
invent	발명하다
invest	투자하다
investigate	조사하다
involve	포함하다, 필요로 하다
ironical	비꼬는, 풍자적인
irresistible	저항할 수 없는
irritate	짜증나게 하다
isolate	고립시키다
issue	발행하다, 유포시키다, 발행, 발행물
itchy	가려운
be jealous of~	~을 질투하다
join	참가하다, 합쳐지다,
journalist	언론인
judge	판단하다, 판단
justice	정의
be keen on~	~에 열중이다
key	열쇠, 실마리
lack	부족, ~이 없다
tame	길들이다
land	땅, 착륙하다
landscape	풍경
language	언어
last	지속하다, 맨 마지막의
lately	최근에
laundry	세탁소, 세탁물
lay	놓다
lead	이끌다, 주도, lead to~: ~의 원인이 되다
leak	새다
lean	기대다, 기울이다
leave out	생략하다
legal	합법적인
length	길이
lessen	줄이다
let down	실망시키다
liberal	자유주의의, 자유로운
lift	올리다
likelihood	가능성, 가망
likewise	마찬가지로
limit	제한(하다)
liquid	액체(의)
list	목록(으로 만들다)
literature	문학
local	지역의
locate	위치하다, 찾아내다 be located in~
lock	잠그다
log	통나무, 항해 일지
logic	논리(학)
lonely	외로운
long for~	~을 바라다
long-term	장기간의
